event_idx,t_s,dt_s,bpm_from_dt
56,1.960000,,
164,5.740000,3.780000,15.873016
312,10.920000,5.180000,11.583012
446,15.610000,4.690000,12.793177
595,20.825000,5.215000,11.505273
704,24.640000,3.815000,15.727392
824,28.840000,4.200000,14.285714
947,33.145000,4.305000,13.937282
1171,40.985000,7.840000,7.653061
1379,48.265000,7.280000,8.241758
1505,52.675000,4.410000,13.605442
1645,57.575000,4.900000,12.244898
