event_idx,t_s,dt_s,bpm_from_dt
93,3.255000,,
220,7.700000,4.445000,13.498313
326,11.410000,3.710000,16.172507
421,14.735000,3.325000,18.045113
521,18.235000,3.500000,17.142857
635,22.225000,3.990000,15.037594
723,25.305000,3.080000,19.480519
809,28.315000,3.010000,19.933555
907,31.745000,3.430000,17.492711
983,34.405000,2.660000,22.556391
1071,37.485000,3.080000,19.480519
1164,40.740000,3.255000,18.433180
1263,44.205000,3.465000,17.316017
1355,47.425000,3.220000,18.633540
1428,49.980000,2.555000,23.483366
1545,54.075000,4.095000,14.652015
