event_idx,t_s,dt_s,bpm_from_dt
13,0.455000,,
81,2.835000,2.380000,25.210084
168,5.880000,3.045000,19.704433
233,8.155000,2.275000,26.373626
285,9.975000,1.820000,32.967033
331,11.585000,1.610000,37.267081
404,14.140000,2.555000,23.483366
480,16.800000,2.660000,22.556391
579,20.265000,3.465000,17.316017
626,21.910000,1.645000,36.474164
687,24.045000,2.135000,28.103044
738,25.830000,1.785000,33.613445
801,28.035000,2.205000,27.210884
880,30.800000,2.765000,21.699819
957,33.495000,2.695000,22.263451
1024,35.840000,2.345000,25.586354
1067,37.345000,1.505000,39.867110
1146,40.110000,2.765000,21.699819
1243,43.505000,3.395000,17.673049
1309,45.815000,2.310000,25.974026
1382,48.370000,2.555000,23.483366
1451,50.785000,2.415000,24.844720
1493,52.255000,1.470000,40.816327
1562,54.670000,2.415000,24.844720
1643,57.505000,2.835000,21.164021
