event_idx,t_s,dt_s,bpm_from_dt
19,0.665000,,
68,2.380000,1.715000,34.985423
137,4.795000,2.415000,24.844720
205,7.175000,2.380000,25.210084
251,8.785000,1.610000,37.267081
300,10.500000,1.715000,34.985423
333,11.655000,1.155000,51.948052
382,13.370000,1.715000,34.985423
449,15.715000,2.345000,25.586354
514,17.990000,2.275000,26.373626
556,19.460000,1.470000,40.816327
602,21.070000,1.610000,37.267081
648,22.680000,1.610000,37.267081
689,24.115000,1.435000,41.811847
735,25.725000,1.610000,37.267081
779,27.265000,1.540000,38.961039
823,28.805000,1.540000,38.961039
868,30.380000,1.575000,38.095238
924,32.340000,1.960000,30.612245
959,33.565000,1.225000,48.979592
1010,35.350000,1.785000,33.613445
1056,36.960000,1.610000,37.267081
1105,38.675000,1.715000,34.985423
1151,40.285000,1.610000,37.267081
1200,42.000000,1.715000,34.985423
1245,43.575000,1.575000,38.095238
1288,45.080000,1.505000,39.867110
1334,46.690000,1.610000,37.267081
1381,48.335000,1.645000,36.474164
1422,49.770000,1.435000,41.811847
1468,51.380000,1.610000,37.267081
1515,53.025000,1.645000,36.474164
1556,54.460000,1.435000,41.811847
