event_idx,t_s,dt_s,bpm_from_dt
53,1.855000,,
119,4.165000,2.310000,25.974026
188,6.580000,2.415000,24.844720
236,8.260000,1.680000,35.714286
291,10.185000,1.925000,31.168831
376,13.160000,2.975000,20.168067
442,15.470000,2.310000,25.974026
513,17.955000,2.485000,24.144869
574,20.090000,2.135000,28.103044
618,21.630000,1.540000,38.961039
685,23.975000,2.345000,25.586354
749,26.215000,2.240000,26.785714
816,28.560000,2.345000,25.586354
863,30.205000,1.645000,36.474164
949,33.215000,3.010000,19.933555
994,34.790000,1.575000,38.095238
1055,36.925000,2.135000,28.103044
1123,39.305000,2.380000,25.210084
1194,41.790000,2.485000,24.144869
1257,43.995000,2.205000,27.210884
1299,45.465000,1.470000,40.816327
1376,48.160000,2.695000,22.263451
1442,50.470000,2.310000,25.974026
1508,52.780000,2.310000,25.974026
1588,55.580000,2.800000,21.428571
