event_idx,t_s,dt_s,bpm_from_dt
46,1.610000,,
177,6.195000,4.585000,13.086150
322,11.270000,5.075000,11.822660
443,15.505000,4.235000,14.167651
528,18.480000,2.975000,20.168067
700,24.500000,6.020000,9.966777
785,27.475000,2.975000,20.168067
946,33.110000,5.635000,10.647737
1070,37.450000,4.340000,13.824885
1148,40.180000,2.730000,21.978022
1237,43.295000,3.115000,19.261637
1326,46.410000,3.115000,19.261637
1440,50.400000,3.990000,15.037594
1511,52.885000,2.485000,24.144869
1622,56.770000,3.885000,15.444015
