event_idx,t_s,dt_s,bpm_from_dt
77,2.695000,,
217,7.595000,4.900000,12.244898
306,10.710000,3.115000,19.261637
427,14.945000,4.235000,14.167651
543,19.005000,4.060000,14.778325
669,23.415000,4.410000,13.605442
796,27.860000,4.445000,13.498313
900,31.500000,3.640000,16.483516
1007,35.245000,3.745000,16.021362
1140,39.900000,4.655000,12.889366
1249,43.715000,3.815000,15.727392
1356,47.460000,3.745000,16.021362
1465,51.275000,3.815000,15.727392
1572,55.020000,3.745000,16.021362
