event_idx,t_s,dt_s,bpm_from_dt
52,1.820000,,
202,7.070000,5.250000,11.428571
333,11.655000,4.585000,13.086150
445,15.575000,3.920000,15.306122
555,19.425000,3.850000,15.584416
747,26.145000,6.720000,8.928571
990,34.650000,8.505000,7.054674
1100,38.500000,3.850000,15.584416
1218,42.630000,4.130000,14.527845
1344,47.040000,4.410000,13.605442
1521,53.235000,6.195000,9.685230
