event_idx,t_s,dt_s,bpm_from_dt
67,2.345000,,
172,6.020000,3.675000,16.326531
264,9.240000,3.220000,18.633540
320,11.200000,1.960000,30.612245
381,13.335000,2.135000,28.103044
427,14.945000,1.610000,37.267081
473,16.555000,1.610000,37.267081
514,17.990000,1.435000,41.811847
560,19.600000,1.610000,37.267081
632,22.120000,2.520000,23.809524
691,24.185000,2.065000,29.055690
767,26.845000,2.660000,22.556391
826,28.910000,2.065000,29.055690
892,31.220000,2.310000,25.974026
968,33.880000,2.660000,22.556391
1034,36.190000,2.310000,25.974026
1085,37.975000,1.785000,33.613445
1159,40.565000,2.590000,23.166023
1225,42.875000,2.310000,25.974026
1290,45.150000,2.275000,26.373626
1360,47.600000,2.450000,24.489796
1434,50.190000,2.590000,23.166023
1496,52.360000,2.170000,27.649770
1562,54.670000,2.310000,25.974026
1617,56.595000,1.925000,31.168831
