event_idx,t_s,dt_s,bpm_from_dt
87,3.045000,,
167,5.845000,2.800000,21.428571
265,9.275000,3.430000,17.492711
341,11.935000,2.660000,22.556391
427,14.945000,3.010000,19.933555
492,17.220000,2.275000,26.373626
582,20.370000,3.150000,19.047619
668,23.380000,3.010000,19.933555
750,26.250000,2.870000,20.905923
818,28.630000,2.380000,25.210084
887,31.045000,2.415000,24.844720
950,33.250000,2.205000,27.210884
1024,35.840000,2.590000,23.166023
1094,38.290000,2.450000,24.489796
1173,41.055000,2.765000,21.699819
1248,43.680000,2.625000,22.857143
1301,45.535000,1.855000,32.345013
1399,48.965000,3.430000,17.492711
1462,51.170000,2.205000,27.210884
1550,54.250000,3.080000,19.480519
1646,57.610000,3.360000,17.857143
