file,src,duration_s,events,T0_med_s,est_bpm,bpm_out,has_breath,confidence,max_votes,mean_votes,peak_ratio,band_ratio,crop_start_idx,crop_end_idx,crop_len,out_csv,out_png
10_16,RDI,58.205000,14,4.001667,15.037594,15.037594,True,0.900000,12.000000,0.182802,65.644736,0.472589,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\10_16_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\10_16_plot.png
11_17,RDI,58.100000,16,4.001667,16.483516,16.483516,True,0.900000,12.000000,0.228916,52.421052,0.610747,55,1715,1660,C:\Users\macho\Desktop\py389\0122T\out_gated_all\11_17_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\11_17_plot.png
12_17,RDI,58.135000,17,3.501458,17.857143,17.857143,True,0.900000,12.000000,0.216737,55.366666,0.542717,54,1715,1661,C:\Users\macho\Desktop\py389\0122T\out_gated_all\12_17_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\12_17_plot.png
13_16,RDI,58.170000,10,6.002500,9.577015,9.577015,True,0.900000,12.000000,0.151625,79.142857,0.674220,53,1715,1662,C:\Users\macho\Desktop\py389\0122T\out_gated_all\13_16_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\13_16_plot.png
14_15,RDI,58.170000,14,4.001667,16.172507,16.172507,True,0.900000,12.000000,0.214200,56.022472,0.532748,53,1715,1662,C:\Users\macho\Desktop\py389\0122T\out_gated_all\14_15_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\14_15_plot.png
15_16,RDI,58.170000,15,4.001667,16.326531,16.326531,True,0.900000,12.000000,0.163658,73.323529,0.595885,53,1715,1662,C:\Users\macho\Desktop\py389\0122T\out_gated_all\15_16_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\15_16_plot.png
16_15,RDI,58.065000,18,4.001667,18.633540,18.633540,True,0.900000,12.000000,0.236287,50.785714,0.573999,56,1715,1659,C:\Users\macho\Desktop\py389\0122T\out_gated_all\16_15_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\16_15_plot.png
17_14,RDI,58.205000,15,4.001667,15.238095,15.238095,True,0.900000,12.000000,0.209260,57.344827,0.613817,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\17_14_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\17_14_plot.png
18_16,RDI,58.135000,15,4.001667,17.492711,17.492711,True,0.900000,12.000000,0.161349,74.373134,0.729624,54,1715,1661,C:\Users\macho\Desktop\py389\0122T\out_gated_all\18_16_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\18_16_plot.png
19_15,RDI,58.170000,26,2.401000,30.075188,30.075188,True,0.900000,12.000000,0.271961,44.123894,0.716668,53,1715,1662,C:\Users\macho\Desktop\py389\0122T\out_gated_all\19_15_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\19_15_plot.png
1_12_slow,RDI,58.065000,16,4.001667,19.480519,19.480519,True,0.900000,12.000000,0.214587,55.921348,0.772550,56,1715,1659,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_12_slow_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_12_slow_plot.png
1_18,RDI,58.205000,16,4.001667,16.483516,16.483516,True,0.900000,12.000000,0.206855,58.011628,0.667083,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_18_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_18_plot.png
1_19_normal,RDI,57.085000,18,3.001250,20.168067,20.168067,True,0.900000,12.000000,0.203556,58.951807,0.795605,84,1715,1631,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_19_normal_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_19_normal_plot.png
1_35_fast,RDI,57.610000,33,1.715000,38.523274,38.523274,True,0.900000,12.000000,0.345079,34.774648,0.493017,69,1715,1646,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_35_fast_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_35_fast_plot.png
1_mix,RDI,57.925000,21,3.001250,22.119816,22.119816,True,0.900000,12.000000,0.287613,41.722689,0.740852,60,1715,1655,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_mix_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_mix_plot.png
1_move,RDI,57.890000,12,6.002500,12.332991,12.332991,True,0.900000,12.000000,0.164450,72.970588,0.689841,61,1715,1654,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_move_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_move_plot.png
1_talk,RDI,57.190000,14,4.001667,17.673049,17.673049,True,0.900000,12.000000,0.190942,62.846154,0.686872,81,1715,1634,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_talk_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\1_talk_plot.png
20_15,RDI,58.205000,15,4.001667,15.727392,15.727392,True,0.882260,12.000000,0.199639,60.108433,0.434794,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\20_15_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\20_15_plot.png
2_12_slow,RDI,57.190000,15,4.001667,16.889514,16.889514,True,0.900000,12.000000,0.215422,55.704545,0.698067,81,1715,1634,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_12_slow_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_12_slow_plot.png
2_18,RDI,58.135000,16,4.001667,16.973126,16.973126,True,0.900000,12.000000,0.219145,54.758242,0.530975,54,1715,1661,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_18_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_18_plot.png
2_25_normal,RDI,56.735000,18,2.401000,23.809524,23.809524,True,0.900000,12.000000,0.372610,32.205298,0.610481,94,1715,1621,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_25_normal_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_25_normal_plot.png
2_28_fast,RDI,57.085000,31,2.000833,32.967033,32.967033,True,0.900000,12.000000,0.318823,37.638461,0.543863,84,1715,1631,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_28_fast_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_28_fast_plot.png
2_mix,RDI,57.540000,26,2.401000,27.649770,27.649770,True,0.900000,12.000000,0.262774,45.666666,0.674326,71,1715,1644,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_mix_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_mix_plot.png
2_mix_2,RDI,57.575000,20,3.001250,23.483366,23.483366,True,0.900000,12.000000,0.245593,48.861386,0.625158,70,1715,1645,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_mix_2_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_mix_2_plot.png
2_move,RDI,57.435000,25,2.401000,25.778733,25.778733,True,0.900000,12.000000,0.297380,40.352459,0.611499,74,1715,1641,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_move_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_move_plot.png
2_talk,RDI,57.540000,16,4.001667,19.047619,19.047619,True,0.900000,12.000000,0.192214,62.430379,0.633373,71,1715,1644,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_talk_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\2_talk_plot.png
3_13_normal,RDI,57.435000,15,4.001667,19.480519,19.480519,True,0.900000,12.000000,0.195003,61.537500,0.705774,74,1715,1641,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_13_normal_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_13_normal_plot.png
3_17,RDI,58.205000,15,4.001667,15.727392,15.727392,True,0.900000,12.000000,0.177992,67.418919,0.815135,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_17_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_17_plot.png
3_20_fast,RDI,57.505000,23,2.401000,24.844720,24.844720,True,0.900000,12.000000,0.348144,34.468531,0.720010,72,1715,1643,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_20_fast_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_20_fast_plot.png
3_6_slow,RDI,57.470000,10,6.002500,10.025063,10.025063,True,0.900000,12.000000,0.153471,78.190476,0.824599,73,1715,1642,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_6_slow_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_6_slow_plot.png
3_mix,RDI,57.925000,25,2.401000,28.811525,28.811525,True,0.900000,12.000000,0.304532,39.404762,0.674666,60,1715,1655,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_mix_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_mix_plot.png
3_move,RDI,56.980000,11,6.002500,11.988012,11.988012,True,0.900000,12.000000,0.169533,70.782608,0.563994,87,1715,1628,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_move_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_move_plot.png
3_talk,RDI,57.365000,21,2.401000,23.483366,23.483366,True,0.900000,12.000000,0.292862,40.975000,0.521111,76,1715,1639,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_talk_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\3_talk_plot.png
4_12_slow,RDI,58.205000,21,3.001250,22.556391,22.556391,True,0.900000,12.000000,0.247745,48.436893,0.791068,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_12_slow_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_12_slow_plot.png
4_16,RDI,58.205000,13,5.002083,14.842301,14.842301,True,0.900000,12.000000,0.221287,54.228261,0.578761,52,1715,1663,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_16_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_16_plot.png
4_24_normal,RDI,57.470000,22,2.401000,25.210084,25.210084,True,0.900000,12.000000,0.277710,43.210526,0.635133,73,1715,1642,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_24_normal_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_24_normal_plot.png
4_51_fast,RDI,57.225000,17,4.001667,19.818332,19.818332,True,0.900000,12.000000,0.193272,62.088607,0.499004,80,1715,1635,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_51_fast_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_51_fast_plot.png
4_mix,RDI,57.120000,18,3.001250,21.164021,21.164021,True,0.900000,12.000000,0.254902,47.076923,0.507754,83,1715,1632,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_mix_events.csv,C:\Users\macho\Desktop\py389\0122T\out_gated_all\4_mix_plot.png
