event_idx,t_s,dt_s,bpm_from_dt
27,0.945000,,
152,5.320000,4.375000,13.714286
213,7.455000,2.135000,28.103044
307,10.745000,3.290000,18.237082
409,14.315000,3.570000,16.806723
492,17.220000,2.905000,20.654045
582,20.370000,3.150000,19.047619
679,23.765000,3.395000,17.673049
734,25.690000,1.925000,31.168831
815,28.525000,2.835000,21.164021
952,33.320000,4.795000,12.513034
1031,36.085000,2.765000,21.699819
1131,39.585000,3.500000,17.142857
1222,42.770000,3.185000,18.838305
1316,46.060000,3.290000,18.237082
1385,48.475000,2.415000,24.844720
1440,50.400000,1.925000,31.168831
1533,53.655000,3.255000,18.433180
