event_idx,t_s,dt_s,bpm_from_dt
42,1.470000,,
255,8.925000,7.455000,8.048290
409,14.315000,5.390000,11.131725
540,18.900000,4.585000,13.086150
730,25.550000,6.650000,9.022556
900,31.500000,5.950000,10.084034
1004,35.140000,3.640000,16.483516
1128,39.480000,4.340000,13.824885
1348,47.180000,7.700000,7.792208
1479,51.765000,4.585000,13.086150
1617,56.595000,4.830000,12.422360
