event_idx,t_s,dt_s,bpm_from_dt
23,0.805000,,
95,3.325000,2.520000,23.809524
158,5.530000,2.205000,27.210884
204,7.140000,1.610000,37.267081
255,8.925000,1.785000,33.613445
293,10.255000,1.330000,45.112782
367,12.845000,2.590000,23.166023
402,14.070000,1.225000,48.979592
482,16.870000,2.800000,21.428571
516,18.060000,1.190000,50.420168
554,19.390000,1.330000,45.112782
615,21.525000,2.135000,28.103044
668,23.380000,1.855000,32.345013
707,24.745000,1.365000,43.956044
741,25.935000,1.190000,50.420168
792,27.720000,1.785000,33.613445
833,29.155000,1.435000,41.811847
888,31.080000,1.925000,31.168831
944,33.040000,1.960000,30.612245
978,34.230000,1.190000,50.420168
1042,36.470000,2.240000,26.785714
1118,39.130000,2.660000,22.556391
1176,41.160000,2.030000,29.556650
1210,42.350000,1.190000,50.420168
1259,44.065000,1.715000,34.985423
1321,46.235000,2.170000,27.649770
1355,47.425000,1.190000,50.420168
1436,50.260000,2.835000,21.164021
1493,52.255000,1.995000,30.075188
1534,53.690000,1.435000,41.811847
