event_idx,t_s,dt_s,bpm_from_dt
47,1.645000,,
148,5.180000,3.535000,16.973126
221,7.735000,2.555000,23.483366
308,10.780000,3.045000,19.704433
397,13.895000,3.115000,19.261637
485,16.975000,3.080000,19.480519
583,20.405000,3.430000,17.492711
667,23.345000,2.940000,20.408163
751,26.285000,2.940000,20.408163
833,29.155000,2.870000,20.905923
914,31.990000,2.835000,21.164021
999,34.965000,2.975000,20.168067
1075,37.625000,2.660000,22.556391
1160,40.600000,2.975000,20.168067
1261,44.135000,3.535000,16.973126
1336,46.760000,2.625000,22.857143
1405,49.175000,2.415000,24.844720
1477,51.695000,2.520000,23.809524
