event_idx,t_s,dt_s,bpm_from_dt
93,3.255000,,
153,5.355000,2.100000,28.571429
248,8.680000,3.325000,18.045113
342,11.970000,3.290000,18.237082
420,14.700000,2.730000,21.978022
499,17.465000,2.765000,21.699819
550,19.250000,1.785000,33.613445
627,21.945000,2.695000,22.263451
711,24.885000,2.940000,20.408163
814,28.490000,3.605000,16.643551
895,31.325000,2.835000,21.164021
977,34.195000,2.870000,20.905923
1060,37.100000,2.905000,20.654045
1140,39.900000,2.800000,21.428571
1232,43.120000,3.220000,18.633540
1319,46.165000,3.045000,19.704433
1397,48.895000,2.730000,21.978022
1483,51.905000,3.010000,19.933555
1559,54.565000,2.660000,22.556391
1643,57.505000,2.940000,20.408163
