event_idx,t_s,dt_s,bpm_from_dt
26,0.910000,,
130,4.550000,3.640000,16.483516
199,6.965000,2.415000,24.844720
287,10.045000,3.080000,19.480519
382,13.370000,3.325000,18.045113
479,16.765000,3.395000,17.673049
552,19.320000,2.555000,23.483366
637,22.295000,2.975000,20.168067
737,25.795000,3.500000,17.142857
818,28.630000,2.835000,21.164021
911,31.885000,3.255000,18.433180
996,34.860000,2.975000,20.168067
1073,37.555000,2.695000,22.263451
1206,42.210000,4.655000,12.889366
1275,44.625000,2.415000,24.844720
1344,47.040000,2.415000,24.844720
1522,53.270000,6.230000,9.630819
