event_idx,t_s,dt_s,bpm_from_dt
7,0.245000,,
64,2.240000,1.995000,30.075188
127,4.445000,2.205000,27.210884
179,6.265000,1.820000,32.967033
246,8.610000,2.345000,25.586354
302,10.570000,1.960000,30.612245
364,12.740000,2.170000,27.649770
406,14.210000,1.470000,40.816327
479,16.765000,2.555000,23.483366
538,18.830000,2.065000,29.055690
597,20.895000,2.065000,29.055690
665,23.275000,2.380000,25.210084
718,25.130000,1.855000,32.345013
783,27.405000,2.275000,26.373626
857,29.995000,2.590000,23.166023
896,31.360000,1.365000,43.956044
959,33.565000,2.205000,27.210884
1020,35.700000,2.135000,28.103044
1086,38.010000,2.310000,25.974026
1140,39.900000,1.890000,31.746032
1181,41.335000,1.435000,41.811847
1244,43.540000,2.205000,27.210884
1332,46.620000,3.080000,19.480519
1394,48.790000,2.170000,27.649770
1461,51.135000,2.345000,25.586354
1524,53.340000,2.205000,27.210884
1567,54.845000,1.505000,39.867110
