event_idx,t_s,dt_s,bpm_from_dt
89,3.115000,,
136,4.760000,1.645000,36.474164
183,6.405000,1.645000,36.474164
225,7.875000,1.470000,40.816327
300,10.500000,2.625000,22.857143
370,12.950000,2.450000,24.489796
420,14.700000,1.750000,34.285714
487,17.045000,2.345000,25.586354
539,18.865000,1.820000,32.967033
583,20.405000,1.540000,38.961039
655,22.925000,2.520000,23.809524
710,24.850000,1.925000,31.168831
771,26.985000,2.135000,28.103044
813,28.455000,1.470000,40.816327
862,30.170000,1.715000,34.985423
942,32.970000,2.800000,21.428571
1005,35.175000,2.205000,27.210884
1082,37.870000,2.695000,22.263451
1139,39.865000,1.995000,30.075188
1230,43.050000,3.185000,18.838305
1273,44.555000,1.505000,39.867110
1316,46.060000,1.505000,39.867110
1360,47.600000,1.540000,38.961039
1406,49.210000,1.610000,37.267081
1452,50.820000,1.610000,37.267081
1528,53.480000,2.660000,22.556391
