event_idx,t_s,dt_s,bpm_from_dt
80,2.800000,,
170,5.950000,3.150000,19.047619
255,8.925000,2.975000,20.168067
325,11.375000,2.450000,24.489796
411,14.385000,3.010000,19.933555
491,17.185000,2.800000,21.428571
573,20.055000,2.870000,20.905923
667,23.345000,3.290000,18.237082
759,26.565000,3.220000,18.633540
831,29.085000,2.520000,23.809524
914,31.990000,2.905000,20.654045
992,34.720000,2.730000,21.978022
1069,37.415000,2.695000,22.263451
1148,40.180000,2.765000,21.699819
1206,42.210000,2.030000,29.556650
1285,44.975000,2.765000,21.699819
1342,46.970000,1.995000,30.075188
1409,49.315000,2.345000,25.586354
1525,53.375000,4.060000,14.778325
