event_idx,t_s,dt_s,bpm_from_dt
20,0.700000,,
125,4.375000,3.675000,16.326531
196,6.860000,2.485000,24.144869
355,12.425000,5.565000,10.781671
452,15.820000,3.395000,17.673049
536,18.760000,2.940000,20.408163
672,23.520000,4.760000,12.605042
781,27.335000,3.815000,15.727392
853,29.855000,2.520000,23.809524
931,32.585000,2.730000,21.978022
1032,36.120000,3.535000,16.973126
1127,39.445000,3.325000,18.045113
1233,43.155000,3.710000,16.172507
1329,46.515000,3.360000,17.857143
1427,49.945000,3.430000,17.492711
1529,53.515000,3.570000,16.806723
1615,56.525000,3.010000,19.933555
