event_idx,t_s,dt_s,bpm_from_dt
142,4.970000,,
250,8.750000,3.780000,15.873016
363,12.705000,3.955000,15.170670
477,16.695000,3.990000,15.037594
554,19.390000,2.695000,22.263451
639,22.365000,2.975000,20.168067
801,28.035000,5.670000,10.582011
878,30.730000,2.695000,22.263451
974,34.090000,3.360000,17.857143
1064,37.240000,3.150000,19.047619
1154,40.390000,3.150000,19.047619
1263,44.205000,3.815000,15.727392
1367,47.845000,3.640000,16.483516
1465,51.275000,3.430000,17.492711
1563,54.705000,3.430000,17.492711
