event_idx,t_s,dt_s,bpm_from_dt
83,2.905000,,
121,4.235000,1.330000,45.112782
180,6.300000,2.065000,29.055690
223,7.805000,1.505000,39.867110
266,9.310000,1.505000,39.867110
314,10.990000,1.680000,35.714286
360,12.600000,1.610000,37.267081
406,14.210000,1.610000,37.267081
455,15.925000,1.715000,34.985423
496,17.360000,1.435000,41.811847
538,18.830000,1.470000,40.816327
581,20.335000,1.505000,39.867110
636,22.260000,1.925000,31.168831
680,23.800000,1.540000,38.961039
733,25.655000,1.855000,32.345013
781,27.335000,1.680000,35.714286
827,28.945000,1.610000,37.267081
869,30.415000,1.470000,40.816327
914,31.990000,1.575000,38.095238
960,33.600000,1.610000,37.267081
1019,35.665000,2.065000,29.055690
1066,37.310000,1.645000,36.474164
1122,39.270000,1.960000,30.612245
1181,41.335000,2.065000,29.055690
1226,42.910000,1.575000,38.095238
1275,44.625000,1.715000,34.985423
1332,46.620000,1.995000,30.075188
1381,48.335000,1.715000,34.985423
1444,50.540000,2.205000,27.210884
1488,52.080000,1.540000,38.961039
1552,54.320000,2.240000,26.785714
