event_idx,t_s,dt_s,bpm_from_dt
13,0.455000,,
82,2.870000,2.415000,24.844720
151,5.285000,2.415000,24.844720
222,7.770000,2.485000,24.144869
277,9.695000,1.925000,31.168831
371,12.985000,3.290000,18.237082
436,15.260000,2.275000,26.373626
511,17.885000,2.625000,22.857143
577,20.195000,2.310000,25.974026
638,22.330000,2.135000,28.103044
723,25.305000,2.975000,20.168067
783,27.405000,2.100000,28.571429
857,29.995000,2.590000,23.166023
948,33.180000,3.185000,18.838305
1027,35.945000,2.765000,21.699819
1080,37.800000,1.855000,32.345013
1145,40.075000,2.275000,26.373626
1220,42.700000,2.625000,22.857143
1313,45.955000,3.255000,18.433180
1372,48.020000,2.065000,29.055690
1460,51.100000,3.080000,19.480519
1539,53.865000,2.765000,21.699819
1647,57.645000,3.780000,15.873016
