event_idx,t_s,dt_s,bpm_from_dt
76,2.660000,,
245,8.575000,5.915000,10.143702
370,12.950000,4.375000,13.714286
491,17.185000,4.235000,14.167651
617,21.595000,4.410000,13.605442
738,25.830000,4.235000,14.167651
846,29.610000,3.780000,15.873016
955,33.425000,3.815000,15.727392
1079,37.765000,4.340000,13.824885
1198,41.930000,4.165000,14.405762
1376,48.160000,6.230000,9.630819
1563,54.705000,6.545000,9.167303
