event_idx,t_s,dt_s,bpm_from_dt
13,0.455000,,
95,3.325000,2.870000,20.905923
184,6.440000,3.115000,19.261637
274,9.590000,3.150000,19.047619
359,12.565000,2.975000,20.168067
446,15.610000,3.045000,19.704433
560,19.600000,3.990000,15.037594
618,21.630000,2.030000,29.556650
704,24.640000,3.010000,19.933555
830,29.050000,4.410000,13.605442
912,31.920000,2.870000,20.905923
993,34.755000,2.835000,21.164021
1070,37.450000,2.695000,22.263451
1151,40.285000,2.835000,21.164021
1233,43.155000,2.870000,20.905923
1309,45.815000,2.660000,22.556391
1393,48.755000,2.940000,20.408163
1468,51.380000,2.625000,22.857143
1558,54.530000,3.150000,19.047619
