event_idx,t_s,dt_s,bpm_from_dt
147,5.145000,,
233,8.155000,3.010000,19.933555
318,11.130000,2.975000,20.168067
448,15.680000,4.550000,13.186813
513,17.955000,2.275000,26.373626
595,20.825000,2.870000,20.905923
666,23.310000,2.485000,24.144869
729,25.515000,2.205000,27.210884
810,28.350000,2.835000,21.164021
892,31.220000,2.870000,20.905923
950,33.250000,2.030000,29.556650
1027,35.945000,2.695000,22.263451
1085,37.975000,2.030000,29.556650
1166,40.810000,2.835000,21.164021
1245,43.575000,2.765000,21.699819
1328,46.480000,2.905000,20.654045
1439,50.365000,3.885000,15.444015
1507,52.745000,2.380000,25.210084
