event_idx,t_s,dt_s,bpm_from_dt
10,0.350000,,
98,3.430000,3.080000,19.480519
240,8.400000,4.970000,12.072435
362,12.670000,4.270000,14.051522
482,16.870000,4.200000,14.285714
609,21.315000,4.445000,13.498313
693,24.255000,2.940000,20.408163
762,26.670000,2.415000,24.844720
854,29.890000,3.220000,18.633540
939,32.865000,2.975000,20.168067
1034,36.190000,3.325000,18.045113
1115,39.025000,2.835000,21.164021
1205,42.175000,3.150000,19.047619
1282,44.870000,2.695000,22.263451
1367,47.845000,2.975000,20.168067
1436,50.260000,2.415000,24.844720
