event_idx,t_s,dt_s,bpm_from_dt
120,4.200000,,
194,6.790000,2.590000,23.166023
269,9.415000,2.625000,22.857143
346,12.110000,2.695000,22.263451
390,13.650000,1.540000,38.961039
468,16.380000,2.730000,21.978022
541,18.935000,2.555000,23.483366
607,21.245000,2.310000,25.974026
673,23.555000,2.310000,25.974026
741,25.935000,2.380000,25.210084
811,28.385000,2.450000,24.489796
888,31.080000,2.695000,22.263451
956,33.460000,2.380000,25.210084
1025,35.875000,2.415000,24.844720
1128,39.480000,3.605000,16.643551
1192,41.720000,2.240000,26.785714
1255,43.925000,2.205000,27.210884
1323,46.305000,2.380000,25.210084
1392,48.720000,2.415000,24.844720
1460,51.100000,2.380000,25.210084
1512,52.920000,1.820000,32.967033
1564,54.740000,1.820000,32.967033
