event_idx,t_s,dt_s,bpm_from_dt
18,0.630000,,
165,5.775000,5.145000,11.661808
277,9.695000,3.920000,15.306122
381,13.335000,3.640000,16.483516
457,15.995000,2.660000,22.556391
527,18.445000,2.450000,24.489796
654,22.890000,4.445000,13.498313
740,25.900000,3.010000,19.933555
810,28.350000,2.450000,24.489796
917,32.095000,3.745000,16.021362
988,34.580000,2.485000,24.144869
1111,38.885000,4.305000,13.937282
1239,43.365000,4.480000,13.392857
1367,47.845000,4.480000,13.392857
1471,51.485000,3.640000,16.483516
1564,54.740000,3.255000,18.433180
