event_idx,t_s,dt_s,bpm_from_dt
19,0.665000,,
88,3.080000,2.415000,24.844720
137,4.795000,1.715000,34.985423
232,8.120000,3.325000,18.045113
310,10.850000,2.730000,21.978022
364,12.740000,1.890000,31.746032
422,14.770000,2.030000,29.556650
484,16.940000,2.170000,27.649770
537,18.795000,1.855000,32.345013
586,20.510000,1.715000,34.985423
627,21.945000,1.435000,41.811847
701,24.535000,2.590000,23.166023
765,26.775000,2.240000,26.785714
806,28.210000,1.435000,41.811847
849,29.715000,1.505000,39.867110
923,32.305000,2.590000,23.166023
993,34.755000,2.450000,24.489796
1067,37.345000,2.590000,23.166023
1151,40.285000,2.940000,20.408163
1202,42.070000,1.785000,33.613445
1262,44.170000,2.100000,28.571429
1329,46.515000,2.345000,25.586354
1370,47.950000,1.435000,41.811847
1432,50.120000,2.170000,27.649770
1494,52.290000,2.170000,27.649770
1547,54.145000,1.855000,32.345013
