event_idx,t_s,dt_s,bpm_from_dt
17,0.595000,,
66,2.310000,1.715000,34.985423
113,3.955000,1.645000,36.474164
158,5.530000,1.575000,38.095238
195,6.825000,1.295000,46.332046
231,8.085000,1.260000,47.619048
278,9.730000,1.645000,36.474164
333,11.655000,1.925000,31.168831
378,13.230000,1.575000,38.095238
440,15.400000,2.170000,27.649770
482,16.870000,1.470000,40.816327
517,18.095000,1.225000,48.979592
585,20.475000,2.380000,25.210084
627,21.945000,1.470000,40.816327
673,23.555000,1.610000,37.267081
721,25.235000,1.680000,35.714286
775,27.125000,1.890000,31.746032
818,28.630000,1.505000,39.867110
865,30.275000,1.645000,36.474164
920,32.200000,1.925000,31.168831
961,33.635000,1.435000,41.811847
1009,35.315000,1.680000,35.714286
1058,37.030000,1.715000,34.985423
1109,38.815000,1.785000,33.613445
1158,40.530000,1.715000,34.985423
1207,42.245000,1.715000,34.985423
1244,43.540000,1.295000,46.332046
1285,44.975000,1.435000,41.811847
1321,46.235000,1.260000,47.619048
1381,48.335000,2.100000,28.571429
1430,50.050000,1.715000,34.985423
1462,51.170000,1.120000,53.571429
1511,52.885000,1.715000,34.985423
1595,55.825000,2.940000,20.408163
