event_idx,t_s,dt_s,bpm_from_dt
55,1.925000,,
157,5.495000,3.570000,16.806723
258,9.030000,3.535000,16.973126
340,11.900000,2.870000,20.905923
436,15.260000,3.360000,17.857143
531,18.585000,3.325000,18.045113
635,22.225000,3.640000,16.483516
740,25.900000,3.675000,16.326531
896,31.360000,5.460000,10.989011
985,34.475000,3.115000,19.261637
1081,37.835000,3.360000,17.857143
1179,41.265000,3.430000,17.492711
1280,44.800000,3.535000,16.973126
1354,47.390000,2.590000,23.166023
1462,51.170000,3.780000,15.873016
1594,55.790000,4.620000,12.987013
