event_idx,t_s,dt_s,bpm_from_dt
33,1.155000,,
140,4.900000,3.745000,16.021362
232,8.120000,3.220000,18.633540
337,11.795000,3.675000,16.326531
434,15.190000,3.395000,17.673049
530,18.550000,3.360000,17.857143
636,22.260000,3.710000,16.172507
706,24.710000,2.450000,24.489796
787,27.545000,2.835000,21.164021
870,30.450000,2.905000,20.654045
983,34.405000,3.955000,15.170670
1061,37.135000,2.730000,21.978022
1148,40.180000,3.045000,19.704433
1222,42.770000,2.590000,23.166023
1342,46.970000,4.200000,14.285714
1416,49.560000,2.590000,23.166023
1543,54.005000,4.445000,13.498313
1617,56.595000,2.590000,23.166023
