event_idx,t_s,dt_s,bpm_from_dt
11,0.385000,,
144,5.040000,4.655000,12.889366
245,8.575000,3.535000,16.973126
322,11.270000,2.695000,22.263451
482,16.870000,5.600000,10.714286
588,20.580000,3.710000,16.172507
700,24.500000,3.920000,15.306122
825,28.875000,4.375000,13.714286
904,31.640000,2.765000,21.699819
1009,35.315000,3.675000,16.326531
1142,39.970000,4.655000,12.889366
1213,42.455000,2.485000,24.144869
1356,47.460000,5.005000,11.988012
1491,52.185000,4.725000,12.698413
1588,55.580000,3.395000,17.673049
