event_idx,t_s,dt_s,bpm_from_dt
64,2.240000,,
164,5.740000,3.500000,17.142857
273,9.555000,3.815000,15.727392
379,13.265000,3.710000,16.172507
480,16.800000,3.535000,16.973126
579,20.265000,3.465000,17.316017
714,24.990000,4.725000,12.698413
829,29.015000,4.025000,14.906832
946,33.110000,4.095000,14.652015
1055,36.925000,3.815000,15.727392
1130,39.550000,2.625000,22.857143
1245,43.575000,4.025000,14.906832
1333,46.655000,3.080000,19.480519
1474,51.590000,4.935000,12.158055
1590,55.650000,4.060000,14.778325
