event_idx,t_s,dt_s,bpm_from_dt
42,1.470000,,
78,2.730000,1.260000,47.619048
127,4.445000,1.715000,34.985423
203,7.105000,2.660000,22.556391
239,8.365000,1.260000,47.619048
312,10.920000,2.555000,23.483366
384,13.440000,2.520000,23.809524
460,16.100000,2.660000,22.556391
517,18.095000,1.995000,30.075188
573,20.055000,1.960000,30.612245
634,22.190000,2.135000,28.103044
672,23.520000,1.330000,45.112782
701,24.535000,1.015000,59.113300
752,26.320000,1.785000,33.613445
792,27.720000,1.400000,42.857143
828,28.980000,1.260000,47.619048
880,30.800000,1.820000,32.967033
921,32.235000,1.435000,41.811847
962,33.670000,1.435000,41.811847
1008,35.280000,1.610000,37.267081
1052,36.820000,1.540000,38.961039
1097,38.395000,1.575000,38.095238
1150,40.250000,1.855000,32.345013
1195,41.825000,1.575000,38.095238
1235,43.225000,1.400000,42.857143
1280,44.800000,1.575000,38.095238
1320,46.200000,1.400000,42.857143
1376,48.160000,1.960000,30.612245
1412,49.420000,1.260000,47.619048
1453,50.855000,1.435000,41.811847
1491,52.185000,1.330000,45.112782
1533,53.655000,1.470000,40.816327
1572,55.020000,1.365000,43.956044
