event_idx,t_s,dt_s,bpm_from_dt
122,4.270000,,
181,6.335000,2.065000,29.055690
242,8.470000,2.135000,28.103044
301,10.535000,2.065000,29.055690
361,12.635000,2.100000,28.571429
471,16.485000,3.850000,15.584416
540,18.900000,2.415000,24.844720
607,21.245000,2.345000,25.586354
677,23.695000,2.450000,24.489796
743,26.005000,2.310000,25.974026
812,28.420000,2.415000,24.844720
869,30.415000,1.995000,30.075188
927,32.445000,2.030000,29.556650
998,34.930000,2.485000,24.144869
1048,36.680000,1.750000,34.285714
1105,38.675000,1.995000,30.075188
1196,41.860000,3.185000,18.838305
1245,43.575000,1.715000,34.985423
1305,45.675000,2.100000,28.571429
1373,48.055000,2.380000,25.210084
1443,50.505000,2.450000,24.489796
1514,52.990000,2.485000,24.144869
1580,55.300000,2.310000,25.974026
