event_idx,t_s,dt_s,bpm_from_dt
17,0.595000,,
110,3.850000,3.255000,18.433180
215,7.525000,3.675000,16.326531
316,11.060000,3.535000,16.973126
420,14.700000,3.640000,16.483516
513,17.955000,3.255000,18.433180
605,21.175000,3.220000,18.633540
686,24.010000,2.835000,21.164021
782,27.370000,3.360000,17.857143
884,30.940000,3.570000,16.806723
980,34.300000,3.360000,17.857143
1065,37.275000,2.975000,20.168067
1169,40.915000,3.640000,16.483516
1285,44.975000,4.060000,14.778325
1350,47.250000,2.275000,26.373626
1472,51.520000,4.270000,14.051522
1546,54.110000,2.590000,23.166023
